path,fruit,quality,class,source,width,height
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_104440.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_104455_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_104457_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_104459_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_104502_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_104512_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_104524_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_104526_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_104529.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_104543_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_104545_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_104548_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_104553_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_104559_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_104601_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_104604.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_104609_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_104618.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_104620_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_104623_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_104639_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_104641_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_104644.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_104646_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_104649_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_104656_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_104703.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_104705_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_104708.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_104710.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_104719_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_104721_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_104724_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_104729_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_104742.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_104747.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_104751_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_104805_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_104809_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_104816_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_104823_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_104828.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_104843_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_104846_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_104851.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_104903_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_104905_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_104912.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_104923_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_104925_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_104929_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_104934_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_104951_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_104954_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105003.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105005_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105013_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105018.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105021_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105026_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105029.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105032_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105036_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105047_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105050_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105056.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105059.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105113_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105122.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105124_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105134.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105136_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105141_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105149_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105152_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105156_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105200.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105206.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105207_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105210.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105217.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105225_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105234.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105237_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105241.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105245_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105253.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105255.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105257_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105301_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105307.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105309.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105316.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105319.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105323_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105331_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105341_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105344.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105357.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105358_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105408_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105412_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105429.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105430_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105432_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105435.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105447.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105455_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105457.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105458_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105507_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105509_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105511_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105523_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105525_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105526_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105536_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105601.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105602_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105609.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105612.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105614_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105620.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105628.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105641_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105643.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105645.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105650.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105659.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105701_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105704_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105710_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105712_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105715_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105727_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105729_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105732_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105743_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105745_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105747_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105750.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105754.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105802_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105804_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105806_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105810.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105812_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105820_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105822_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105827.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105829_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105839_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105842.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105846_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105852_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105855_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105902.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105903_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105905_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105907.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105909_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105916_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105922_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105925_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105930_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105932_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105940.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_105944.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_110000_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_110003_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_110011_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_110016.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_110051_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_110053_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_110056_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_110102.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_110116_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_110118.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_110120_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_110125_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_110133_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_110135_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_110137_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_110242_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_110248.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_110252.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_110256.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_110308_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_110327_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
Fruits/Good Quality_Fruits/Pomegranate_Good/IMG_20230910_110330_1.jpg,Pomegranate,Good,Pomegranate_Good,recolectada,3120,3120
